Date Time Hour Beginning,Original Res Forecast before Lockdown,Residual Forecast,RSA Contracted Forecast,Dispatchable Generation,Residual Demand,RSA Contracted Demand,International Exports,International Imports,Thermal Generation,Nuclear Generation,Eskom Gas Generation,Eskom OCGT Generation,Hydro Water Generation,Pumped Water Generation,ILS Usage,Manual Load_Reduction(MLR),IOS Excl ILS and MLR,Dispatchable IPP OCGT,Eskom Gas SCO,Eskom OCGT SCO,Hydro Water SCO,Pumped Water SCO Pumping,Wind,PV,CSP,Other RE,Total RE,Wind Installed Capacity,PV Installed Capacity,CSP Installed Capacity,Other RE Installed Capacity,Total RE Installed Capacity,Installed Eskom Capacity,Total PCLF,Total UCLF,Total OCLF,Total UCLF+OCLF,Non Comm Sentout,Drakensberg Gen Unit Hours,Palmiet Gen Unit Hours,Ingula Gen Unit Hours
2018-06-14 03:00:00 AM,,21233.996,23033.892,21378.32,21378.32,23093.895,1510.084,1290.0,21469.78,897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.46,0.0,-2271.0,1701.634,0.0,0.0,13.941,1715.575,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,6581.582,3429.974,10011,556,331.0,92.7,48.0,46.11
2018-06-14 04:00:00 AM,,23058.69,24915.882,22798.78,22798.78,24696.842,1597.532,1282.0,22856.11,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.33,0.0,-2228.0,1883.932,0.0,0.0,14.13,1898.062,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,6714.145,3598.184,10312,329,273.003,93.6,50.8,49.18
2018-06-14 05:00:00 AM,,26705.915,28618.122,26299.0,26299.0,28183.704,1784.521,1261.0,24815.2,896.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,-2.0,-5.2,0.0,-727.0,1870.672,0.0,0.0,14.032,1884.704,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,7030.592,3793.169,10823,761,269.0,94.5,52.0,52.32
2018-06-14 06:00:00 AM,,29009.954,30968.602,28707.83,28707.83,30510.579,1818.411,1261.0,25212.29,896.0,0.0,0.0,0.0,1362.0,0.0,0.0,0.0,0.0,-2.0,-5.46,0.0,-16.0,1788.938,0.024,0.0,13.787,1802.749,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,7015.423,3820.384,10835,807,295.0,94.5,52.0,53.68
2018-06-14 07:00:00 AM,,28626.312,30667.584,28838.73,28838.73,30588.867,1618.98,1227.0,25130.06,895.0,0.0,0.0,112.0,1493.0,0.0,0.0,0.0,0.0,-2.0,-5.33,0.0,-11.0,1693.175,43.281,0.0,13.681,1750.137,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,6997.478,4031.117,11028,595,297.0,93.6,50.8,51.54
2018-06-14 08:00:00 AM,,28401.82,30706.311,29163.27,29163.27,31243.089,1632.516,1201.0,24768.84,895.0,0.0,0.0,125.0,1900.0,0.0,0.0,0.0,283.89,-2.0,-5.46,0.0,-3.0,1665.526,400.415,0.023,13.855,2079.819,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,6976.06,4494.971,11471,031,332.0,92.1,50.0,49.25
2018-06-14 09:00:00 AM,,27943.294,30673.536,29302.095,29302.095,31773.988,1631.251,1275.0,24603.09,894.0,0.0,194.0,0.0,1514.0,0.0,0.0,0.0,834.005,-2.0,-2.0,0.0,-8.0,1660.11,760.19,37.48,14.113,2471.893,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,6913.822,4783.659,11697,481,331.0,90.8,48.0,46.18
2018-06-14 10:00:00 AM,,27548.494,30511.241,29165.645,29165.645,31843.123,1678.168,1277.0,24592.95,895.0,0.0,233.0,0.0,1266.0,0.0,0.0,0.0,922.695,-2.0,-2.0,0.0,-17.0,1634.07,922.809,106.966,13.633,2677.478,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,6975.961,4776.129,11752,09,335.003,90.0,47.2,43.11
2018-06-14 11:00:00 AM,,27148.483,30192.74,28793.919,28793.919,31409.799,1657.474,1240.0,24530.18,896.0,0.0,282.0,0.0,1085.0,0.0,0.0,0.0,786.739,-2.0,-2.0,0.0,-22.0,1484.841,993.247,123.895,13.897,2615.88,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,6965.597,4902.994,11868,591,338.0,89.4,46.0,40.68
2018-06-14 12:00:00 PM,,26810.879,29892.973,27923.143,27923.143,30675.309,1548.882,1241.0,24337.6,895.0,0.0,353.0,0.0,353.0,0.0,0.0,0.0,779.543,-2.0,-2.0,0.0,-32.0,1600.365,1009.783,128.165,13.853,2752.166,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,7017.525,4960.327,11977,852,340.0,88.6,45.6,38.54
2018-06-14 01:00:00 PM,,26751.716,29772.489,27337.053,27337.053,30220.596,1553.593,1274.0,23661.81,895.0,0.0,480.0,0.0,296.0,0.0,0.0,0.0,769.243,-2.0,-2.0,0.0,-35.0,1743.357,993.222,132.66,14.304,2883.543,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,7443.01,5028.594,12471,604,351.002,87.8,45.6,37.59
2018-06-14 02:00:00 PM,,27091.675,29876.14,27489.887,27489.887,30311.288,1586.451,1278.0,23434.26,896.0,0.0,516.0,0.0,624.0,0.0,0.0,0.0,770.627,-2.0,-1.0,0.0,-26.0,1744.931,904.881,157.654,13.935,2821.401,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,7679.107,5198.718,12877,825,355.0,87.4,44.8,37.59
2018-06-14 03:00:00 PM,,27893.921,30480.12,27992.581,27992.581,30693.531,1630.635,1262.0,23030.21,895.0,0.0,1150.0,29.0,877.0,0.0,0.0,0.0,774.371,-1.0,0.0,0.0,-24.0,1790.378,721.654,174.946,13.972,2700.95,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,7755.829,5221.542,12977,371,352.0,86.6,43.7,36.88
2018-06-14 04:00:00 PM,,29114.561,31459.964,29642.405,29642.405,31822.841,1677.967,1169.0,23015.2,895.0,286.0,1922.0,155.0,1429.0,0.0,0.0,0.0,787.205,0.0,0.0,0.0,-16.0,1692.99,342.417,130.954,14.075,2180.436,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,7734.939,5118.065,12853,004,353.003,85.8,43.7,35.29
2018-06-14 05:00:00 PM,,31588.993,33587.82,31036.16,31750.56,33492.833,1658.252,1061.0,23710.05,894.0,283.0,2009.0,477.0,1801.0,351.4,299.0,64.0,809.11,0.0,0.0,0.0,-8.0,1542.149,26.272,159.947,13.905,1742.273,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,7588.697,5017.327,12606,024,352.002,84.6,42.0,33.14
2018-06-14 06:00:00 PM,,32796.771,34652.732,30972.254,32830.254,34406.921,1511.514,991.0,23852.73,895.0,272.0,2028.0,566.0,1557.0,897.0,897.0,64.0,818.524,0.0,0.0,0.0,-8.0,1420.106,0.0,142.695,13.866,1576.667,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,7603.971,5052.512,12656,483,350.0,83.0,40.3,30.02
2018-06-14 07:00:00 PM,,31703.574,33449.636,30190.434,31379.684,32859.879,1595.738,973.0,23762.39,896.0,198.0,2032.0,119.0,1395.0,307.2,882.05,0.0,825.044,0.0,0.0,0.0,-10.0,1361.541,0.0,104.749,13.905,1480.195,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,7589.134,5060.012,12649,146,352.0,82.2,38.9,26.82
2018-06-14 08:00:00 PM,,29494.506,31188.019,29414.654,29414.654,31103.039,1649.611,1100.0,23782.61,895.0,0.0,1749.0,0.0,1085.0,0.0,0.0,0.0,824.044,-2.0,0.0,0.0,-19.0,1575.782,0.0,98.746,13.857,1688.385,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,7576.421,5087.345,12663,766,352.0,82.2,37.7,23.56
2018-06-14 09:00:00 PM,,26858.752,28491.568,26927.518,26927.518,28617.763,1606.206,1204.0,23744.99,894.0,0.0,712.0,0.0,98.0,0.0,0.0,0.0,826.528,-2.0,-1.0,0.0,-549.0,1623.764,0.0,52.549,13.932,1690.245,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,7499.432,5467.145,12966,577,349.002,81.0,36.1,21.83
2018-06-14 10:00:00 PM,,24260.524,25848.945,24283.506,24283.506,25776.792,1524.338,1281.0,23451.62,895.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,593.886,-2.0,-2.0,0.0,-1943.0,1479.595,0.0,0.0,13.691,1493.286,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1680.0,7297.16,5644.395,12941,555,343.0,81.4,36.1,22.6
2018-06-14 11:00:00 PM,,22614.961,24212.371,22703.37,22703.37,24093.623,1544.318,1293.0,22793.83,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.46,0.0,-2271.0,1376.789,0.0,0.0,13.464,1390.253,2077.72,1474.19,300.0,21.78,3873.69,44546.0,1747.083,6990.988,5637.462,12628,45,344.0,82.2,37.7,25.99
2018-06-15 12:00:00 AM,,21692.282,23269.11,21895.59,21895.59,23180.962,1535.235,1293.0,22000.79,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.2,0.0,-2285.0,1271.901,0.0,0.0,13.471,1285.372,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,6455.476,5587.576,12043,052,347.0,83.4,38.9,29.21
2018-06-15 01:00:00 AM,,21367.914,22917.125,21559.08,21559.08,22733.396,1511.415,1295.0,21613.54,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.46,0.0,-2236.0,1160.855,0.0,0.0,13.461,1174.316,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,6623.357,5175.665,11799,021,343.0,84.6,40.9,32.46
2018-06-15 02:00:00 AM,,21251.213,22757.639,21143.69,21143.69,22417.753,1473.772,1291.0,21231.15,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.46,0.0,-2266.0,1260.601,0.0,0.0,13.462,1274.063,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,6652.633,5171.018,11823,65,341.0,85.8,42.5,35.71
2018-06-15 03:00:00 AM,,21816.672,23272.178,21595.57,21595.57,22968.429,1480.785,1294.0,21671.77,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.2,0.0,-2259.0,1359.413,0.0,0.0,13.446,1372.859,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,6648.384,5195.762,11844,146,344.0,87.0,44.0,38.99
2018-06-15 04:00:00 AM,,23396.48,24808.651,23252.12,23252.12,24614.313,1553.672,1224.0,23194.58,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.46,0.0,-2055.0,1348.771,0.0,0.0,13.422,1362.193,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,6648.897,5227.312,11876,209,342.0,88.2,46.0,42.43
2018-06-15 05:00:00 AM,,26736.039,28120.3,26404.742,26404.742,27740.198,1808.284,1245.0,23567.66,896.0,0.0,138.6,0.0,393.0,0.0,0.0,0.0,369.482,-2.0,0.0,0.0,-203.0,1322.036,0.0,0.0,13.42,1335.456,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,6683.608,5339.04,12022,648,339.0,89.0,47.2,45.59
2018-06-15 06:00:00 AM,,29254.567,30634.541,28756.942,28756.942,29993.499,1745.799,1204.0,23859.11,895.0,0.0,818.0,97.0,1086.0,0.0,0.0,0.0,822.832,-2.0,0.0,0.0,-23.0,1223.032,0.081,0.0,13.444,1236.557,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,6741.234,5287.531,12028,766,340.0,87.8,47.6,45.53
2018-06-15 07:00:00 AM,,28898.989,30343.194,29374.66,29374.66,30586.076,1640.826,1215.0,23997.32,895.0,0.0,898.0,235.0,1318.0,0.0,0.0,0.0,832.34,-2.0,0.0,0.0,-14.0,1157.14,40.505,0.0,13.771,1211.416,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,6792.402,5192.972,11985,374,340.0,86.6,46.8,44.5
2018-06-15 08:00:00 AM,,28764.966,30560.624,29747.454,29747.454,31162.926,1640.738,1207.0,23952.07,894.0,0.0,923.0,241.0,1720.0,0.0,0.0,0.0,821.384,-2.0,0.0,0.0,-9.0,1123.951,277.88,0.0,13.641,1415.472,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,6792.402,5192.972,11985,374,341.0,86.6,44.0,42.93
2018-06-15 09:00:00 AM,,28584.521,30883.061,29812.739,29812.739,31459.998,1588.774,1200.0,23825.64,894.0,0.0,905.0,241.0,1946.0,0.0,0.0,0.0,804.099,-2.0,0.0,0.0,-1.0,1076.216,557.816,0.0,13.227,1647.259,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,6851.786,5257.472,12109,258,343.003,84.2,42.0,40.56
2018-06-15 10:00:00 AM,,27697.43,30333.705,28559.642,28717.142,30763.754,1384.507,1183.0,23010.39,892.0,0.0,874.0,120.0,1692.0,157.5,0.0,0.0,795.252,-2.0,0.0,0.0,-5.0,1338.704,694.107,0.0,13.801,2046.612,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,7187.341,5876.722,13064,063,541.002,81.8,40.3,37.42
2018-06-15 11:00:00 AM,,27000.239,29753.136,27809.119,28523.669,30805.869,1486.36,1166.0,21346.53,893.0,130.0,1826.0,0.0,1671.0,0.0,714.55,0.0,783.589,-1.0,0.0,0.0,-6.0,1491.577,776.937,0.0,13.686,2282.2,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,7854.371,6354.975,14209,347,339.0,80.6,38.1,34.27
2018-06-15 12:00:00 PM,,26534.55,29303.116,26716.242,28099.242,30462.318,1589.644,1207.0,21319.64,894.0,175.0,2013.74,0.0,370.0,0.0,1383.0,0.0,765.862,-1.0,0.0,0.0,-28.0,1511.052,836.027,4.655,11.342,2363.076,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,8283.069,6125.162,14408,231,345.0,79.8,35.7,30.94
2018-06-15 01:00:00 PM,,26008.773,28767.622,26026.001,27409.001,29719.554,1564.133,1248.0,21612.03,894.0,0.0,1928.0,0.0,198.0,0.0,1383.0,0.0,183.971,-2.0,0.0,0.0,-36.0,1514.491,757.028,26.277,12.757,2310.553,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,8513.333,5954.849,14468,182,346.003,80.2,35.5,30.15
2018-06-15 02:00:00 PM,,25788.519,28471.254,25491.14,26874.14,29259.55,1576.625,1271.0,21632.14,893.0,0.0,1584.0,0.0,150.0,0.0,1383.0,0.0,0.0,-2.0,0.0,0.0,-37.0,1591.024,757.286,24.164,12.936,2385.41,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,8686.387,5615.241,14301,628,345.002,80.2,33.7,30.15
2018-06-15 03:00:00 PM,,26075.815,28541.166,25528.3,26911.3,29231.17,1566.271,1253.0,21612.3,893.0,0.0,1709.0,0.0,104.0,0.0,1383.0,0.0,0.0,-2.0,0.0,0.0,-41.0,1630.014,627.134,49.995,12.727,2319.87,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,8734.95,5509.098,14244,048,347.0,80.2,32.5,30.15
2018-06-15 04:00:00 PM,,27077.835,29205.706,26675.982,28058.982,29930.55,1593.552,1218.0,21714.44,893.0,0.0,1860.74,0.0,928.0,0.0,1383.0,0.0,94.802,-2.0,0.0,0.0,-31.0,1487.712,306.689,64.512,12.655,1871.568,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,8516.276,5416.657,13932,932,345.0,79.8,32.5,30.15
2018-06-15 05:00:00 PM,,29429.201,31238.027,28065.006,29448.006,31052.168,1727.989,1109.0,22370.35,893.0,0.0,1786.0,238.0,1091.0,0.0,1383.0,0.0,609.656,-2.0,0.0,0.0,-30.0,1471.967,21.175,98.185,12.835,1604.162,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,8153.061,5334.869,13487,929,488.0,79.0,31.4,28.67
2018-06-15 06:00:00 PM,,30803.919,32501.285,29105.059,30488.059,32049.491,1924.987,1018.0,22976.13,894.0,0.0,1595.0,600.0,1221.0,0.0,1383.0,0.0,824.929,-2.0,0.0,0.0,-22.0,1464.432,0.0,84.058,12.942,1561.432,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,8147.276,4662.055,12809,331,568.0,77.8,31.0,26.94
2018-06-15 07:00:00 PM,,30233.008,31911.943,29221.024,29589.824,30989.545,1758.645,1011.0,23423.56,894.0,0.0,1625.0,600.0,870.0,0.0,368.8,0.0,829.464,-2.0,0.0,0.0,-30.0,1361.347,0.0,25.9,12.474,1399.721,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,8496.098,4078.172,12574,27,632.0,77.0,29.7,24.89
2018-06-15 08:00:00 PM,,28789.992,30425.158,28431.79,28431.79,29791.67,1680.341,1157.0,23403.95,893.0,0.0,1578.0,600.0,283.0,0.0,0.0,0.0,562.84,-2.0,0.0,0.0,-44.0,1347.552,0.0,0.0,12.328,1359.88,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,8563.052,4021.299,12584,352,668.002,76.2,29.0,23.29
2018-06-15 09:00:00 PM,,26766.407,28264.94,26790.71,26790.71,28138.65,1580.062,1325.0,23487.45,893.0,0.0,484.26,101.0,540.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-38.0,1334.997,0.0,0.0,12.943,1347.94,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,8577.079,3991.307,12568,386,682.0,75.8,27.8,23.12
2018-06-15 10:00:00 PM,,24500.684,25854.892,24749.15,24749.15,26070.112,1559.283,1294.0,23620.48,893.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-2.0,-3.33,0.0,-1056.0,1308.117,0.0,0.0,12.845,1320.962,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,8462.741,3968.406,12431,147,681.0,74.2,27.8,23.09
2018-06-15 11:00:00 PM,,23067.231,24375.53,22938.93,22938.93,24284.083,1506.422,1311.0,22881.39,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.46,0.0,-2140.0,1332.891,0.0,0.0,12.262,1345.153,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2255.0,8480.773,3866.739,12347,512,739.0,75.4,27.8,24.39
2018-06-16 12:00:00 AM,,22419.228,23677.717,21887.01,21887.01,23156.581,1537.478,1332.0,21983.47,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.46,0.0,-2313.0,1257.235,0.0,0.0,12.336,1269.571,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2471.0,8192.88,3544.739,11737,619,785.002,76.2,30.6,27.02
2018-06-16 01:00:00 AM,,21899.465,23110.497,21309.59,21309.59,22585.753,1517.708,1364.0,20896.92,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.33,0.0,-1836.0,1263.199,0.0,0.0,12.964,1276.163,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2975.0,7573.267,3996.556,11569,823,774.0,77.4,32.1,30.5
2018-06-16 02:00:00 AM,,21580.956,22747.731,20821.83,20821.83,22100.56,1504.689,1371.0,20402.9,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.07,0.0,-1837.0,1266.153,0.0,0.0,12.577,1278.73,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2975.0,7690.374,4013.186,11703,56,770.0,77.4,33.7,33.62
2018-06-16 03:00:00 AM,,21748.506,22881.398,21096.26,21096.26,22344.791,1498.269,1324.0,20719.46,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.2,0.0,-1832.0,1236.264,0.0,0.0,12.267,1248.531,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2975.0,7844.237,4013.186,11857,423,768.0,77.4,35.5,36.88
2018-06-16 04:00:00 AM,,22311.74,23413.459,21617.8,21617.8,22766.112,1497.463,1327.0,21241.13,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.33,0.0,-1836.0,1135.367,0.0,0.0,12.945,1148.312,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3163.667,7862.092,3840.833,11702,925,772.0,77.4,37.7,40.26
2018-06-16 05:00:00 AM,,23333.096,24387.001,22614.84,22614.84,23626.451,1517.23,1318.0,22236.3,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.46,0.0,-1825.0,998.775,0.0,0.0,12.836,1011.611,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,7881.836,3778.268,11660,104,685.0,77.4,38.9,43.61
2018-06-16 06:00:00 AM,,24692.342,25697.566,23900.98,23900.98,24825.058,1515.993,1273.0,23065.04,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.06,0.0,-1326.0,911.689,0.074,0.0,12.315,924.078,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,7883.991,3786.806,11670,797,409.0,77.4,40.9,46.77
2018-06-16 07:00:00 AM,,27090.735,28111.022,26133.33,26133.33,27103.411,1462.337,1271.0,23385.89,893.0,0.0,39.0,85.0,252.0,0.0,0.0,0.0,306.44,-2.0,0.0,0.0,-97.0,906.432,50.898,0.0,12.751,970.081,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,7958.39,3779.206,11737,596,357.0,77.4,42.5,49.25
2018-06-16 08:00:00 AM,,28715.012,30036.778,27749.462,27749.462,29059.36,1547.795,1187.0,23185.12,892.0,0.0,912.0,209.0,564.0,0.0,0.0,0.0,834.342,-2.0,0.0,0.0,-32.0,876.916,420.018,0.0,12.964,1309.898,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8289.691,3575.039,11864,73,352.002,77.4,42.5,49.18
2018-06-16 09:00:00 AM,,28817.426,30522.216,28070.315,28070.315,29782.21,1541.068,1167.0,23201.79,893.0,0.0,1010.0,240.0,751.0,0.0,0.0,0.0,836.525,-2.0,0.0,0.0,-27.0,883.338,809.604,6.363,12.59,1711.895,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8194.688,3479.206,11673,894,357.002,77.4,41.7,47.9
2018-06-16 10:00:00 AM,,28018.057,29916.094,27326.294,27326.294,29306.581,1502.388,1189.0,23093.51,893.0,0.0,349.0,241.0,781.0,0.0,0.0,0.0,808.784,-2.0,0.0,0.0,-27.0,876.812,1020.403,70.505,12.567,1980.287,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8110.038,3543.939,11653,977,360.0,77.4,40.3,46.31
2018-06-16 11:00:00 AM,,27423.277,29441.203,26635.848,26635.848,28763.002,1443.38,1203.0,23023.93,893.0,0.0,0.0,166.0,904.0,0.0,0.0,0.0,473.918,-2.0,0.0,0.0,-26.0,902.418,1092.874,118.926,12.936,2127.154,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8315.491,3480.056,11795,547,356.0,77.4,38.9,44.69
2018-06-16 12:00:00 PM,,27050.599,29092.783,26183.294,26183.294,28401.37,1540.821,1234.0,23146.3,893.0,0.0,0.0,14.0,905.0,0.0,0.0,0.0,18.994,-2.0,0.0,0.0,-26.0,924.931,1117.802,162.408,12.935,2218.076,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8422.517,3404.806,11827,323,361.005,77.0,38.1,42.93
2018-06-16 01:00:00 PM,,26551.779,28573.891,25573.31,25573.31,27799.694,1603.592,1235.0,22920.31,893.0,0.0,0.0,0.0,559.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-32.0,954.239,1076.161,183.041,12.943,2226.384,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8479.91,3411.206,11891,116,367.002,77.0,36.1,41.03
2018-06-16 02:00:00 PM,,26116.302,27980.759,25307.87,25307.87,27426.463,1594.473,1258.0,22920.87,894.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-41.0,936.132,975.794,193.73,12.937,2118.593,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8548.469,3388.323,11936,792,362.0,77.0,35.5,39.74
2018-06-16 03:00:00 PM,,26366.778,27953.484,25444.73,25444.73,27271.63,1557.509,1262.0,22908.73,895.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-39.0,864.555,766.269,183.941,12.135,1826.9,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8561.286,3406.206,11967,492,355.0,77.0,35.5,38.82
2018-06-16 04:00:00 PM,,27750.23,28867.873,26778.467,26778.467,28058.316,1558.842,1227.0,22942.91,895.0,0.0,164.0,0.0,971.0,0.0,0.0,0.0,608.557,-2.0,0.0,0.0,-28.0,658.786,372.481,237.621,10.961,1279.849,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8547.012,3413.206,11960,218,353.002,76.6,34.9,38.2
2018-06-16 05:00:00 PM,,30609.543,31263.299,28208.218,30444.218,31167.949,1731.691,1150.0,23026.64,894.0,0.0,616.0,246.0,1458.0,0.0,2236.0,0.0,834.578,-2.0,0.0,0.0,-15.0,474.725,31.555,204.264,13.187,723.731,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8416.531,3443.206,11859,737,351.0,75.8,32.5,36.99
2018-06-16 06:00:00 PM,,32232.623,32760.377,29070.963,31306.963,31842.722,1881.365,1002.0,23112.56,895.0,0.0,1707.0,599.0,936.0,0.0,2236.0,0.0,843.403,-2.0,0.0,0.0,-22.0,360.707,0.0,161.883,13.169,535.759,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8415.92,3443.206,11859,126,587.003,74.6,31.4,34.68
2018-06-16 07:00:00 PM,,30763.417,31261.733,27826.074,30062.074,30548.811,1770.97,1032.0,23216.95,894.0,0.0,992.0,599.0,287.0,0.0,2236.0,0.0,846.124,-2.0,0.0,0.0,-39.0,325.856,0.0,148.054,12.827,486.737,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8418.082,3413.339,11831,422,673.0,73.8,31.0,32.8
2018-06-16 08:00:00 PM,,29097.256,29584.865,26803.713,29039.713,29471.693,1618.509,1133.0,23340.15,894.0,0.0,24.0,517.0,457.0,0.0,2236.0,0.0,480.893,-2.0,-4.33,0.0,-36.0,308.541,0.0,110.635,12.804,431.98,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8459.882,3370.473,11830,355,713.0,73.8,31.0,32.04
2018-06-16 09:00:00 PM,,27055.871,27488.49,26148.11,26259.91,26642.418,1540.251,1227.0,23381.57,894.0,0.0,0.0,49.0,674.0,0.0,111.8,0.0,0.0,-2.0,-5.46,0.0,-70.0,280.84,0.0,88.455,13.213,382.508,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8584.434,3221.489,11805,923,719.002,73.8,30.6,30.85
2018-06-16 10:00:00 PM,,24988.549,25400.206,24572.98,24572.98,24945.265,1579.872,1263.0,23172.31,895.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,-2.0,-5.33,0.0,-826.0,358.818,0.0,0.53,12.937,372.285,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3350.0,8716.199,3140.766,11856,965,716.0,73.8,29.0,29.76
